,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
298,40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no
299,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
300,38,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
301,41,blue-collar,married,primary,no,2067,yes,no,cellular,15,may,493,7,-1,0,unknown,no
302,28,technician,single,secondary,no,126,no,no,cellular,3,mar,229,1,-1,0,unknown,no
303,55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes
304,34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,unknown,no
305,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no
306,34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown,no
307,42,services,married,secondary,no,-91,yes,yes,cellular,5,feb,43,1,-1,0,unknown,no
308,43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,no
309,27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,unknown,no
310,42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown,no
311,34,management,married,secondary,no,-294,yes,no,unknown,27,may,532,2,-1,0,unknown,no
312,31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,unknown,no
313,25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
314,54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
315,47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,may,322,1,-1,0,unknown,no
316,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
317,31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no
318,54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,unknown,no
319,51,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
320,43,technician,married,secondary,no,17,yes,no,unknown,16,may,353,4,-1,0,unknown,no
321,33,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
322,56,technician,single,tertiary,no,917,no,no,unknown,9,jun,306,1,-1,0,unknown,no
323,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes
324,32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no
325,50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,no
326,46,admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no
327,26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,unknown,no
328,36,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,618,2,-1,0,unknown,no
329,29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
330,39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,-1,0,unknown,no
331,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,no
332,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
333,55,management,married,tertiary,no,171,yes,no,cellular,8,aug,73,6,-1,0,unknown,no
334,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,yes
335,43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
336,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
337,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,no
338,36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
339,38,blue-collar,married,primary,no,290,yes,no,cellular,16,apr,283,1,-1,0,unknown,no
340,37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,-1,0,unknown,no
341,40,blue-collar,married,secondary,no,952,no,yes,unknown,12,jun,140,1,-1,0,unknown,no
342,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
343,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no
344,34,technician,married,secondary,no,4,yes,no,unknown,15,may,644,1,-1,0,unknown,no
345,49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,unknown,no
346,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,unknown,no
347,56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
348,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
349,49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,no
350,52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,unknown,no
351,38,technician,married,secondary,no,1960,yes,no,cellular,21,aug,161,2,-1,0,unknown,no
352,44,admin.,single,secondary,no,-101,yes,no,cellular,10,jul,99,1,-1,0,unknown,no
353,37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,yes
354,57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,unknown,no
355,32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,unknown,no
356,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,no
357,26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,no
358,43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
359,37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,failure,no
360,40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
361,42,admin.,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,unknown,no
362,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown,no
363,34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,unknown,no
364,39,management,married,secondary,no,0,yes,no,cellular,27,aug,63,3,-1,0,unknown,no
365,37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown,no
366,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
367,54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no
368,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
369,48,management,married,tertiary,no,5887,no,no,cellular,13,aug,227,2,-1,0,unknown,no
370,53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,unknown,no
371,41,services,divorced,secondary,no,787,yes,no,cellular,8,may,297,2,-1,0,unknown,no
372,75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,failure,no
373,33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other,no
374,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,no
375,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
376,44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,unknown,no
377,32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123,2,-1,0,unknown,no
378,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no
379,51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,may,341,1,-1,0,unknown,no
380,35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
381,47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,no
382,48,technician,married,secondary,no,10655,no,no,telephone,31,jul,5,3,-1,0,unknown,no
383,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
384,28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,no
385,55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
386,50,blue-collar,divorced,primary,no,-10,no,yes,cellular,10,jul,369,6,-1,0,unknown,no
387,48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,unknown,no
388,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
389,59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
390,20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,unknown,no
391,32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no
392,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
393,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
394,47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,no
395,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
396,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
397,48,services,married,secondary,no,1355,no,no,cellular,4,jul,134,2,-1,0,unknown,no
398,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown,yes
399,40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
400,25,technician,single,tertiary,no,777,yes,no,unknown,14,may,351,1,-1,0,unknown,no
401,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
402,48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
403,31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169,5,-1,0,unknown,no
404,38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown,no
405,38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
406,50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641,6,-1,0,unknown,no
407,28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no
408,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
409,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
410,60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
411,43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no
412,49,retired,married,primary,no,1672,no,no,cellular,17,jul,128,3,-1,0,unknown,no
413,33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no
414,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
415,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes
416,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
417,41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
418,36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270,2,347,1,failure,no
419,52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,no
420,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
421,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
422,28,student,single,secondary,no,330,no,no,telephone,2,feb,197,1,-1,0,unknown,no
423,40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173,7,-1,0,unknown,no
424,52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,may,41,1,-1,0,unknown,no
425,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
426,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
427,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
428,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,no
429,60,retired,married,secondary,no,89,no,no,cellular,30,apr,156,2,-1,0,unknown,no
430,42,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,unknown,no
431,56,technician,married,secondary,no,359,yes,no,unknown,6,jun,220,4,-1,0,unknown,no
432,58,management,married,tertiary,no,1831,no,no,cellular,17,nov,1531,1,-1,0,unknown,no
433,32,services,married,secondary,no,180,yes,no,telephone,15,may,45,2,-1,0,unknown,no
434,32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,no
435,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown,no
436,40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,unknown,no
437,46,blue-collar,married,primary,no,328,yes,no,unknown,21,may,526,8,-1,0,unknown,no
438,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
439,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes
440,37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
441,30,management,single,tertiary,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
442,31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,unknown,no
443,46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other,no
444,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
445,43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
446,33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
447,41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no
448,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown,no
449,30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,256,2,351,2,failure,no
450,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
451,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,no
452,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
453,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no
454,30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395,2,-1,0,unknown,no
455,37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no
456,58,management,married,primary,no,2769,yes,no,cellular,11,jul,94,2,-1,0,unknown,no
457,36,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
458,33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177,2,-1,0,unknown,no
459,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,unknown,no
460,40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
461,34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,unknown,no
462,35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
463,42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21,24,-1,0,unknown,no
464,33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,no
465,59,retired,married,secondary,no,0,no,no,cellular,18,jul,247,4,-1,0,unknown,no
466,35,technician,divorced,secondary,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
467,34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259,3,-1,0,unknown,no
468,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,no
469,33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
470,29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
471,38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
472,55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,no
473,43,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other,no
474,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no
475,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,no
476,42,unemployed,married,secondary,no,8131,yes,no,unknown,30,may,69,1,-1,0,unknown,no
477,51,management,married,tertiary,no,-892,yes,yes,cellular,14,aug,248,2,-1,0,unknown,no
478,37,blue-collar,married,primary,no,543,yes,no,unknown,21,may,281,1,-1,0,unknown,no
479,41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
480,49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
481,60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,no
482,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
483,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,no
484,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
485,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
486,50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,113,1,-1,0,unknown,no
487,31,services,married,secondary,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown,no
488,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
489,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown,no
490,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
491,31,blue-collar,married,secondary,no,-617,yes,no,unknown,2,jun,115,2,-1,0,unknown,no
492,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,no
493,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
494,49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,no
495,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
496,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
497,49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,no
498,38,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,unknown,no
499,37,technician,divorced,secondary,no,2610,yes,no,cellular,13,may,53,1,-1,0,unknown,no
500,50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
501,49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
502,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158,1,-1,0,unknown,no
503,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
504,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
505,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
506,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
507,41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no
508,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,205,2,-1,0,unknown,no
509,36,management,divorced,tertiary,no,5195,yes,no,unknown,2,jun,55,25,-1,0,unknown,no
510,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
511,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
512,41,blue-collar,married,secondary,no,780,yes,no,cellular,15,may,432,3,-1,0,unknown,no
513,36,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no
514,59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,unknown,no
515,35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,699,2,79,1,failure,no
516,36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,no
517,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes
518,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
519,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no
520,35,blue-collar,married,secondary,no,137,no,yes,unknown,4,oct,5,1,808,12,failure,no
521,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
